date;value;country;indicator;frequency
2018-12-01;6.1758647e6;MX;NGDP_SA_XDC;Q
2019-03-01;6.2098292e6;MX;NGDP_SA_XDC;Q
2019-06-01;6.2839235e6;MX;NGDP_SA_XDC;Q
2019-09-01;6.3317923e6;MX;NGDP_SA_XDC;Q
2019-12-01;6.3235208e6;MX;NGDP_SA_XDC;Q
2020-03-01;6.3809997e6;MX;NGDP_SA_XDC;Q
2020-06-01;5.1953936e6;MX;NGDP_SA_XDC;Q
2020-09-01;6.098848e6;MX;NGDP_SA_XDC;Q
2020-12-01;6.3773267e6;MX;NGDP_SA_XDC;Q
2021-03-01;6.4888576e6;MX;NGDP_SA_XDC;Q
2021-06-01;6.6046964e6;MX;NGDP_SA_XDC;Q
2021-09-01;6.6876635e6;MX;NGDP_SA_XDC;Q
2021-12-01;6.8433142e6;MX;NGDP_SA_XDC;Q
2022-03-01;7.0896764e6;MX;NGDP_SA_XDC;Q
2022-06-01;7.3154437e6;MX;NGDP_SA_XDC;Q
2022-09-01;7.4711199e6;MX;NGDP_SA_XDC;Q
2022-12-01;7.5786834e6;MX;NGDP_SA_XDC;Q
2023-03-01;7.6801478e6;MX;NGDP_SA_XDC;Q
2023-06-01;7.8385046e6;MX;NGDP_SA_XDC;Q
2023-09-01;8.0491619e6;MX;NGDP_SA_XDC;Q
